,ID,F1A,F1B,F2A,I1,I3,R1.1,R1.2
0,https://doi.org/10.5281/zenodo.6509715,0.0,0.01,0.0,0.0,0.0,0.01,0.01
1,https://doi.org/10.5281/zenodo.5911285,0.0,0.01,0.0,0.0,0.0,0.01,0.02
2,https://doi.org/10.5281/zenodo.6510326,0.0,0.01,0.0,0.0,0.0,0.01,0.01
3,https://doi.org/10.5061/dryad.bnzs7h489,0.0,0.01,0.0,0.0,0.0,0.01,0.02
4,https://doi.org/10.5061/dryad.z612jm6dx,0.0,0.01,0.0,0.0,0.0,0.01,0.01
5,https://doi.org/10.5281/zenodo.6502487,0.0,0.01,0.0,0.0,0.0,0.01,0.02
6,https://doi.org/10.5061/dryad.cz8w9gj5s,0.0,0.01,0.0,0.0,0.0,0.01,0.01
7,https://doi.org/10.5281/zenodo.6471406,0.0,0.01,0.0,0.0,0.0,0.01,0.01
8,https://doi.org/10.5281/zenodo.6499223,0.0,0.01,0.0,0.0,0.0,0.01,0.01
9,https://doi.org/10.5061/dryad.0k6djhb0r,0.0,0.01,0.0,0.0,0.0,0.01,0.01
10,https://doi.org/10.5281/zenodo.6501809,0.0,0.01,0.0,0.0,0.0,0.01,0.01
11,https://doi.org/10.5061/dryad.0gb5mkm3k,0.0,0.01,0.0,0.0,0.0,0.01,0.02
12,https://doi.org/10.5281/zenodo.6499330,0.0,0.01,0.0,0.0,0.0,0.01,0.01
13,https://doi.org/10.5281/zenodo.5647863,0.0,0.01,0.0,0.0,0.0,0.01,0.01
14,https://doi.org/10.5281/zenodo.6451848,0.0,0.01,0.0,0.0,0.0,0.01,0.01
15,https://doi.org/10.5281/zenodo.6513546,0.0,0.01,0.0,0.0,0.0,0.01,0.02
16,https://doi.org/10.5281/zenodo.6512033,0.0,0.01,0.0,0.0,0.0,0.01,0.01
17,https://doi.org/10.5281/zenodo.6510324,0.0,0.01,0.0,0.0,0.0,0.01,0.01
18,https://doi.org/10.5281/zenodo.6508441,0.0,0.01,0.0,0.0,0.0,0.01,0.01
19,https://doi.org/10.5281/zenodo.6508838,0.0,0.01,0.0,0.0,0.0,0.01,0.03
20,https://doi.org/10.5281/zenodo.6504600,0.0,0.01,0.0,0.0,0.0,0.01,0.01
21,https://doi.org/10.5281/zenodo.6499008,0.0,0.01,0.0,0.0,0.0,0.01,0.01
22,https://doi.org/10.5061/dryad.n8pk0p2wk,0.0,0.01,0.0,0.0,0.0,0.01,0.02
23,https://doi.org/10.5281/zenodo.6499208,0.0,0.01,0.0,0.0,0.0,0.01,0.01
24,https://doi.org/10.5281/zenodo.6507609,0.0,0.01,0.0,0.0,0.0,0.01,0.01
25,https://doi.org/10.5281/zenodo.6512070,0.0,0.01,0.0,0.0,0.0,0.01,0.01
26,https://doi.org/10.5281/zenodo.6498981,0.0,0.01,0.0,0.0,0.0,0.01,0.02
27,https://doi.org/10.5281/zenodo.6505159,0.0,0.01,0.0,0.0,0.0,0.01,0.02
28,https://doi.org/10.5281/zenodo.6500372,0.0,0.01,0.0,0.0,0.0,0.01,0.01
29,https://doi.org/10.5061/dryad.b2rbnzsj4,0.0,0.01,0.0,0.0,0.0,0.01,0.01
30,https://doi.org/10.5061/dryad.w9ghx3fn2,0.0,0.01,0.0,0.0,0.0,0.01,0.02
31,https://doi.org/10.5061/dryad.8sf7m0cr5,0.0,0.01,0.0,0.0,0.0,0.01,0.02
32,https://doi.org/10.5061/dryad.b2rbnzshz,0.0,0.01,0.0,0.0,0.0,0.01,0.01
33,https://doi.org/10.5281/zenodo.6499899,0.0,0.01,0.0,0.0,0.0,0.01,0.02
34,https://doi.org/10.5281/zenodo.6511874,0.0,0.01,0.0,0.0,0.0,0.01,0.02
35,https://doi.org/10.5281/zenodo.5910082,0.0,0.01,0.0,0.0,0.0,0.01,0.01
36,https://doi.org/10.5281/zenodo.6510215,0.0,0.01,0.0,0.0,0.0,0.01,0.01
37,https://doi.org/10.5061/dryad.8931zcrsq,0.0,0.01,0.0,0.0,0.0,0.01,0.01
38,https://doi.org/10.5061/dryad.76hdr7szt,0.0,0.01,0.0,0.0,0.0,0.01,0.01
39,https://doi.org/10.5281/zenodo.6512189,0.0,0.01,0.0,0.0,0.0,0.01,0.01
40,https://doi.org/10.5281/zenodo.6430612,0.0,0.01,0.0,0.0,0.0,0.01,0.01
41,https://doi.org/10.5061/dryad.547d7wm9f,0.0,0.01,0.0,0.0,0.0,0.01,0.01
42,https://doi.org/10.5281/zenodo.6501917,0.0,0.01,0.0,0.0,0.0,0.01,0.01
43,https://doi.org/10.5281/zenodo.6510126,0.0,0.01,0.0,0.0,0.0,0.01,0.01
