,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://doi.org/10.5061/dryad.v23v5d2,0.0,0.0,0.01,0.0,0.04,0.0,0.02,0.0,0.01,0.01,0.02
1,https://doi.org/10.5061/dryad.1922,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
2,https://doi.org/10.5061/dryad.pq93h,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
3,https://doi.org/10.5061/dryad.h738s,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.03
4,https://doi.org/10.5061/dryad.90005,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
5,https://doi.org/10.5061/dryad.00731,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.02,0.02
6,https://doi.org/10.5061/dryad.bn960cq,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
7,https://doi.org/10.5061/dryad.g928q,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.02
8,https://doi.org/10.5061/dryad.qp50f,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.03
9,https://doi.org/10.5061/dryad.4tp56,0.0,0.0,0.01,0.0,0.02,0.0,0.04,0.0,0.01,0.01,0.02
10,https://doi.org/10.5061/dryad.ft7dj,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.02,0.02
11,https://doi.org/10.5061/dryad.qs65q,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.03
12,https://doi.org/10.5061/dryad.1k8kq,0.0,0.0,0.01,0.0,0.03,0.0,0.03,0.01,0.02,0.02,0.04
13,https://doi.org/10.5061/dryad.689d2,0.0,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.04
14,https://doi.org/10.5061/dryad.d9v38,0.0,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
15,https://doi.org/10.5061/dryad.m2821,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.01,0.02
