,ID,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/3dmol,0.03,0.0,3.82,0.0,0.0,0.0,0.0,0.01,0.01
1,https://bio.tools/3drs,0.01,0.0,5.18,0.0,0.01,0.0,0.0,0.01,0.01
2,https://bio.tools/4dnvestigator,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
3,https://bio.tools/9aaTAD,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
4,https://bio.tools/ACSN,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
5,https://bio.tools/ADAMTS7_E373Q_ADAMTS7_WT_ADAMTS7,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
6,https://bio.tools/ADS-HCSpark,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
7,https://bio.tools/AQRNA-seq,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
8,https://bio.tools/ASNR,0.02,0.0,1.82,0.0,0.01,0.0,0.0,0.01,0.01
9,https://bio.tools/AnalyzER,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
10,https://bio.tools/B86,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
11,https://bio.tools/BCrystal,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
12,https://bio.tools/BMTME,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
13,https://bio.tools/BUStools,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
14,https://bio.tools/Bazam,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
15,https://bio.tools/Bellerophon,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
16,https://bio.tools/Biobtree,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
17,https://bio.tools/BitEpi,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
18,https://bio.tools/CAM2FIB,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
19,https://bio.tools/CAMISIM,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
20,https://bio.tools/CF-targeter,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
21,https://bio.tools/CRISPRmass,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
22,https://bio.tools/CancerGeneNet,0.02,0.0,0.33,0.0,0.02,0.0,0.01,0.01,0.01
23,https://bio.tools/CancerLSP,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
24,https://bio.tools/ChemSuite,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
25,https://bio.tools/ClinVar_autogenerated,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
