,ID,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/1d-dft-geometrical,0,2,1,2,1,0,0,0,1
1,https://bio.tools/2DProt,0,2,1,2,1,0,2,0,1
2,https://bio.tools/2lpirnapred,1,2,2,2,2,2,0,0,2
3,https://bio.tools/3danalytical-magnetic-resonance-imaging,0,2,1,2,1,0,0,0,1
4,https://bio.tools/3dphenofish,1,2,2,2,2,2,0,0,2
5,https://bio.tools/4DGenome,1,2,2,2,2,2,2,0,2
6,https://bio.tools/4mcnlp-deep,1,2,2,2,2,2,0,0,2
7,https://bio.tools/ABMDA,1,2,1,2,1,2,2,0,1
8,https://bio.tools/ARDaP,0,2,2,2,2,2,0,0,2
9,https://bio.tools/ATBdiscrimination,1,2,2,2,2,2,0,0,2
10,https://bio.tools/AVAILABILITYElmeri,1,2,2,2,2,2,2,0,2
11,https://bio.tools/ActiveDriver,1,2,1,2,1,2,2,0,1
12,https://bio.tools/AgroPortal,0,2,2,2,2,0,0,0,2
13,https://bio.tools/Alliance_Genome_Resources_Portal,1,2,2,2,2,2,0,0,2
14,https://bio.tools/AlvisIR,1,2,1,2,1,2,2,0,1
15,https://bio.tools/AnthOligo,0,2,2,2,2,2,0,0,2
16,https://bio.tools/BISON_autogenerated,0,2,2,2,2,2,0,0,2
17,https://bio.tools/BLINK,1,2,1,2,1,2,2,0,1
18,https://bio.tools/BMEG,1,2,2,2,2,2,0,0,2
19,https://bio.tools/BindSpace,1,2,2,2,2,2,0,0,2
20,https://bio.tools/BioExplorer,0,2,2,2,2,0,2,0,2
21,https://bio.tools/CABE,1,2,2,2,2,2,0,0,2
22,https://bio.tools/CAGI,1,2,2,2,2,2,0,0,2
23,https://bio.tools/CALIMA,1,2,2,2,2,2,0,0,2
24,https://bio.tools/CATANA,0,2,2,2,2,2,2,0,2
25,https://bio.tools/CCTS,0,2,2,2,2,2,0,0,2
26,https://bio.tools/CLASTR,0,2,1,2,1,2,2,0,1
27,https://bio.tools/CPSR,0,2,2,2,2,2,2,0,2
28,https://bio.tools/CSF-PR,1,2,2,2,2,2,0,0,2
29,https://bio.tools/CYSMA,1,2,2,2,2,2,0,0,2
30,https://bio.tools/CYTO_Lab_Hacks,0,2,2,2,2,2,0,0,2
31,https://bio.tools/ConTEdb,1,2,1,2,1,2,2,0,1
32,https://bio.tools/Ctrl-ImpAct,1,2,2,2,2,2,0,0,2
33,https://bio.tools/DDT,0,2,1,2,1,2,2,0,1
34,https://bio.tools/DEEPred,1,2,1,2,1,2,2,0,1
35,https://bio.tools/DHH_hearing_bilingual_learners,1,2,2,2,2,2,0,0,2
36,https://bio.tools/DOGMA,1,2,1,2,1,2,2,0,1
37,https://bio.tools/DROPA,1,2,2,2,2,2,2,0,2
38,https://bio.tools/Data_Stewardship_Wizard,0,2,1,2,1,2,2,0,1
39,https://bio.tools/De-smokeGCN,1,2,2,2,2,2,2,0,2
40,https://bio.tools/DeepCINAC,1,2,2,2,2,2,2,0,2
41,https://bio.tools/DeepLigand,1,2,2,2,2,2,2,0,2
42,https://bio.tools/DeepUbi,1,2,2,2,2,2,2,0,2
43,https://bio.tools/Diffeomorphic,0,2,2,2,2,2,0,0,2
44,https://bio.tools/Disentangling_sRNA-Seq,1,2,2,2,2,2,0,0,2
45,https://bio.tools/DriverDBv3,1,2,2,2,2,2,0,0,2
46,https://bio.tools/EPA-ng,1,2,1,2,1,2,2,0,1
47,https://bio.tools/Ensembl_Compara,1,2,2,2,2,2,2,0,2
48,https://bio.tools/EpiMethylTag,1,2,2,2,2,2,0,0,2
49,https://bio.tools/Epithelial_Modelling_Platform,0,2,1,2,1,2,2,0,1
50,https://bio.tools/EuRBPDB,1,2,2,2,2,2,0,0,2
51,https://bio.tools/EvoPPI,0,2,1,2,1,2,0,0,1
52,https://bio.tools/ExaStoLog,1,2,2,2,2,2,2,0,2
53,https://bio.tools/F3DAS,1,2,2,2,2,2,2,0,2
54,https://bio.tools/FastqPuri,1,2,1,2,1,2,2,0,1
55,https://bio.tools/FeGenie,1,2,2,2,2,2,0,0,2
56,https://bio.tools/FlashWeave,1,2,2,2,2,2,2,0,2
57,https://bio.tools/FuzzyVariantsExplorer,0,2,2,2,2,2,0,0,2
58,https://bio.tools/GDB-13,0,2,2,2,2,2,2,0,2
59,https://bio.tools/GET-IT,0,2,2,2,2,2,0,0,2
60,https://bio.tools/GHOST_autogenerated,1,2,2,2,2,2,0,0,2
61,https://bio.tools/GMrepo,1,2,2,2,2,2,0,0,2
62,https://bio.tools/GRN,0,2,2,2,2,2,0,0,2
63,https://bio.tools/GSE59867,1,2,2,2,2,2,0,0,2
64,https://bio.tools/GTDB,0,2,2,2,2,2,2,0,2
65,https://bio.tools/GTDB-Tk,1,2,2,2,2,2,2,0,2
66,https://bio.tools/GTM,0,2,2,2,2,2,0,0,2
67,https://bio.tools/GUV-AP,0,2,1,2,1,2,2,0,1
68,https://bio.tools/GWPC,0,2,2,2,2,2,0,0,2
69,https://bio.tools/GalaxyCat,0,2,2,2,2,0,0,0,2
70,https://bio.tools/HARDEN,1,2,2,2,2,2,0,0,2
71,https://bio.tools/HILJ,1,2,2,2,2,2,0,0,2
