,ID,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/2020plus,0.03,0.0,6.25,0.0,0.01,0.0,0.0,0.01,0.01
1,https://bio.tools/3CDB,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
2,https://bio.tools/3_aqtl-atlas,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
3,https://bio.tools/3d-phovis,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
4,https://bio.tools/3d-pssm,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
5,https://bio.tools/3d-qsar,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
6,https://bio.tools/3f83gxmv57,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
7,https://bio.tools/3seq_2d,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
8,https://bio.tools/AETIONOMY,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
9,https://bio.tools/ANDIS,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
10,https://bio.tools/AR-Pred,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
11,https://bio.tools/Bayesian,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
12,https://bio.tools/BehavioR,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
13,https://bio.tools/BenMAP-CE,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
14,https://bio.tools/BioMercator,0.01,0.0,1.73,0.0,0.01,0.0,0.0,0.01,0.01
15,https://bio.tools/BioNix,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
16,https://bio.tools/BioSCOOP,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
17,https://bio.tools/BiocPkgTools,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
18,https://bio.tools/BiomeSeq,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
19,https://bio.tools/CASP13-CAPRI,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
20,https://bio.tools/CERR,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
21,https://bio.tools/CIGuide,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
22,https://bio.tools/CLN3_gene,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
23,https://bio.tools/CP-North,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
24,https://bio.tools/CPMCGLM,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
25,https://bio.tools/CRL-1790,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
26,https://bio.tools/CaFE_Calculation_of_Free_Energy,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
27,https://bio.tools/CardiacPBPK,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
28,https://bio.tools/CardiacProfileR,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
29,https://bio.tools/ClinVAP,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
30,https://bio.tools/CoCo,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
31,https://bio.tools/Coffee_Genome_Hub,0.02,0.0,0.32,0.0,0.01,0.0,0.0,0.01,0.01
32,https://bio.tools/Context-explorer,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
33,https://bio.tools/ContinuousFlex,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
34,https://bio.tools/CoreSlicer,0.09,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
35,https://bio.tools/DCMF,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
36,https://bio.tools/DDVFA,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
37,https://bio.tools/DIME,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
38,https://bio.tools/DIRECT,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
39,https://bio.tools/DNCON2,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
40,https://bio.tools/DTI-CDF,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
41,https://bio.tools/DeLinker,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
42,https://bio.tools/Decoding_Language_Microbiomes,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
43,https://bio.tools/DeepHF,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
44,https://bio.tools/DeepSide,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
