,ID,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/-TRIS,0.03,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0
1,https://bio.tools/3d-fun,0.01,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
2,https://bio.tools/3drobot,0.01,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
3,https://bio.tools/5_ORF_Extender,0.01,0.0,0.39,0.0,0.01,0.0,0.0,0.0,0.0
4,https://bio.tools/ACPred,0.01,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.01
5,https://bio.tools/ADEPTUS,0.01,0.0,2.89,0.0,0.01,0.0,0.0,0.0,0.01
6,https://bio.tools/AFND,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,https://bio.tools/ASM,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
8,https://bio.tools/AVADx,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
9,https://bio.tools/AbLIFT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,https://bio.tools/AgroLD,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,https://bio.tools/AluMine,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,https://bio.tools/Assexon,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,https://bio.tools/Asteraceae,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,https://bio.tools/AutoGenome,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,https://bio.tools/BEERE,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
16,https://bio.tools/BITS2018,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
17,https://bio.tools/BasePlayer,0.02,0.0,0.32,0.0,0.01,0.0,0.0,0.01,0.01
18,https://bio.tools/BeamDelta_autogenerated,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
19,https://bio.tools/BiTSC,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
20,https://bio.tools/CGIdb,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
21,https://bio.tools/CIBERSORT,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
22,https://bio.tools/CITE-seq-Count,0.01,0.0,3.49,0.0,0.01,0.0,0.0,0.01,0.01
23,https://bio.tools/CLN3,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
24,https://bio.tools/CNVRanger,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
25,https://bio.tools/CORE,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
26,https://bio.tools/CPGAVAS2,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
27,https://bio.tools/CROSSalive,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
28,https://bio.tools/CSCD,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,https://bio.tools/Caryocar,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
30,https://bio.tools/CellMinerCDB,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0
31,https://bio.tools/CellTag,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
32,https://bio.tools/Cell_fishing,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
33,https://bio.tools/ChIPdig,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,https://bio.tools/ChemAGG,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
35,https://bio.tools/CinemaBandit,0.08,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0
36,https://bio.tools/CircaCompare,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
37,https://bio.tools/CmPIweb,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
38,https://bio.tools/CrIMMix,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,https://bio.tools/CyGenexpi,0.01,0.0,0.31,0.0,0.01,0.0,0.0,0.01,0.01
40,https://bio.tools/DAMIAN,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
41,https://bio.tools/DaReUS-Loop,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
42,https://bio.tools/DeepInsight,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
43,https://bio.tools/Divergence,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
44,https://bio.tools/ERINS,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
45,https://bio.tools/EXPANDER,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
46,https://bio.tools/Easy-HLA,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
47,https://bio.tools/El-MAVEN,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
48,https://bio.tools/Ellipse_packing_two-dimensional_celltessellation,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
49,https://bio.tools/EpiSmokEr,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
50,https://bio.tools/ExaML,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
51,https://bio.tools/FMAPB2,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
52,https://bio.tools/FluView,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
53,https://bio.tools/Functional_Heatmap,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
54,https://bio.tools/GDB13,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
55,https://bio.tools/GESUR,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
56,https://bio.tools/GITAR,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
57,https://bio.tools/GLAMbox,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
58,https://bio.tools/GOT-10k,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
59,https://bio.tools/GPI-anchor_biosynthesis,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
60,https://bio.tools/GRONS,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
61,https://bio.tools/GSE64617,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
62,https://bio.tools/GenGraph,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
63,https://bio.tools/GeneFishing,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
64,https://bio.tools/Genoma,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.02
65,https://bio.tools/Glutton,0.03,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
66,https://bio.tools/GroScore,0.03,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01
67,https://bio.tools/H3ABioNet,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
68,https://bio.tools/HPAanalyze,0.03,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01
69,https://bio.tools/HPAanalyze_autogenerated,0.03,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.01
70,https://bio.tools/HVCoP,0.03,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.02
71,https://bio.tools/Halobenzenes_Xylenes,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
72,https://bio.tools/HashClone,0.03,0.0,0.02,0.0,0.02,0.0,0.01,0.01,0.02
73,https://bio.tools/HdaB,0.04,0.0,0.02,0.0,0.01,0.0,0.01,0.01,0.01
74,https://bio.tools/Health_United_States_2017,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
75,https://bio.tools/Hedera,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
76,https://bio.tools/ILMF-VH,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
77,https://bio.tools/IMGT_DomainSuperimpose,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
78,https://bio.tools/IMGT_GeneInfo,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
79,https://bio.tools/IMGT_HighV-QUEST,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
80,https://bio.tools/ImputeDistances,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
81,https://bio.tools/Kaposi,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
82,https://bio.tools/LCA-CNN,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
83,https://bio.tools/LRTK-SIM,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
84,https://bio.tools/Lipase_Engineering_Database,0.1,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
85,https://bio.tools/LungMAP,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
86,https://bio.tools/LuxR,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
87,https://bio.tools/MAP,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
88,https://bio.tools/MCMap,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
89,https://bio.tools/MERLoT,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
90,https://bio.tools/MaizeSNPDB,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
91,https://bio.tools/Making_Soup,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
92,https://bio.tools/Metagenomic_read_binning_using_sparse_coding,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
93,https://bio.tools/MiCA,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
94,https://bio.tools/MinION,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
95,https://bio.tools/Minerva,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
96,https://bio.tools/MoChA,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
97,https://bio.tools/Molecular_clock,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
98,https://bio.tools/Mouse_Phenome_Database,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
99,https://bio.tools/MutaFrame,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
100,https://bio.tools/NCDs,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
101,https://bio.tools/NExUS,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
102,https://bio.tools/NanoMod,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
