,ID,F1A,F1B,F2A,I1A,I1B,I2A,I2B,I3,R1.1,R1.2
0,https://doi.org/10.5281/zenodo.6499066,2,2,2,2,2,0,2,2,2,0
1,https://doi.org/10.5281/zenodo.6488318,2,2,2,2,2,0,2,2,2,0
2,https://doi.org/10.5281/zenodo.6498929,2,2,2,2,2,0,2,2,2,0
3,https://doi.org/10.5281/zenodo.6496675,2,2,2,2,2,0,2,2,2,0
4,https://doi.org/10.5281/zenodo.6490087,2,2,2,2,2,0,2,2,2,0
5,https://doi.org/10.5281/zenodo.6490945,2,2,2,2,2,0,2,2,2,0
6,https://doi.org/10.5281/zenodo.6499628,2,2,2,2,2,0,2,2,2,0
7,https://doi.org/10.5281/zenodo.6500086,2,2,2,2,2,0,2,2,2,0
8,https://doi.org/10.5281/zenodo.6497544,2,2,2,2,2,0,2,2,2,0
9,https://doi.org/10.5281/zenodo.6491979,2,2,2,2,2,0,2,2,2,0
10,https://doi.org/10.5281/zenodo.6498777,2,2,2,2,2,0,2,2,2,0
11,https://doi.org/10.5281/zenodo.6499564,2,2,2,2,2,0,2,2,2,0
12,https://doi.org/10.5281/zenodo.6499875,2,2,2,2,2,0,2,2,2,0
13,https://doi.org/10.5281/zenodo.6494044,2,2,2,2,2,0,2,2,2,0
14,https://doi.org/10.5281/zenodo.6494269,2,2,2,2,2,0,2,2,2,0
15,https://doi.org/10.5281/zenodo.6494835,2,2,2,2,2,0,2,2,2,0
16,https://doi.org/10.5281/zenodo.6496927,2,2,2,2,2,0,2,2,2,0
17,https://doi.org/10.5281/zenodo.6483177,2,2,2,2,2,0,2,2,2,0
18,https://doi.org/10.5281/zenodo.6491069,2,2,2,2,2,0,2,2,2,0
19,https://doi.org/10.5281/zenodo.6498019,2,2,2,2,2,0,2,2,2,0
20,https://doi.org/10.5281/zenodo.6486428,2,2,2,2,2,0,2,2,2,0
21,https://doi.org/10.5281/zenodo.6498864,2,2,2,2,2,0,2,2,2,0
22,https://doi.org/10.5281/zenodo.6491095,2,2,2,2,2,0,2,2,2,0
23,https://doi.org/10.5281/zenodo.6497306,2,2,2,2,2,0,2,2,2,0
24,https://doi.org/10.5281/zenodo.6496480,2,2,2,2,2,0,2,2,2,0
25,https://doi.org/10.5281/zenodo.6485937,2,2,2,2,2,0,2,2,2,0
26,https://doi.org/10.5281/zenodo.6418675,2,2,2,2,2,0,2,2,2,0
27,https://doi.org/10.5281/zenodo.6486414,2,2,2,2,2,0,2,2,2,0
28,https://doi.org/10.5281/zenodo.6491340,2,2,2,2,2,0,2,2,2,0
29,https://doi.org/10.5281/zenodo.6499025,2,2,2,2,2,0,2,2,2,0
30,https://doi.org/10.5281/zenodo.6494812,2,2,2,2,2,0,2,2,2,0
31,https://doi.org/10.5281/zenodo.6487950,2,2,2,2,2,0,2,2,2,0
32,https://doi.org/10.5281/zenodo.6491940,2,2,2,2,2,0,2,2,2,0
33,https://doi.org/10.5281/zenodo.6488071,2,2,2,2,2,0,2,2,2,0
34,https://doi.org/10.5281/zenodo.6496624,2,2,2,2,2,0,2,2,2,0
35,https://doi.org/10.5281/zenodo.6496555,2,2,2,2,2,0,2,2,2,0
36,https://doi.org/10.5281/zenodo.6497491,2,2,2,2,2,0,2,2,2,0
37,https://doi.org/10.5281/zenodo.6498920,2,2,2,2,2,0,2,2,2,0
38,https://doi.org/10.5281/zenodo.6487966,2,2,2,2,2,0,2,2,2,0
39,https://doi.org/10.5281/zenodo.6489014,2,2,2,2,2,0,2,2,2,0
40,https://doi.org/10.5281/zenodo.6270596,2,2,2,2,2,0,2,2,2,0
41,https://doi.org/10.5281/zenodo.6486165,2,2,2,2,2,0,2,2,2,0
42,https://doi.org/10.5281/zenodo.6496845,2,2,2,2,2,0,2,2,2,0
43,https://doi.org/10.5281/zenodo.6493203,2,2,2,2,2,0,2,2,2,0
44,https://doi.org/10.5281/zenodo.6500248,2,2,2,2,2,0,2,2,2,0
45,https://doi.org/10.5281/zenodo.6492383,2,2,2,2,2,0,2,2,2,0
46,https://doi.org/10.5281/zenodo.6499422,2,2,2,2,2,0,2,2,2,0
47,https://doi.org/10.5281/zenodo.6489338,2,2,2,2,2,0,2,2,2,0
48,https://doi.org/10.5281/zenodo.6498226,2,2,2,2,2,0,2,2,2,0
49,https://doi.org/10.5281/zenodo.6487700,2,2,2,2,2,0,2,2,2,0
50,https://doi.org/10.5281/zenodo.6384330,2,2,2,2,2,0,2,2,2,0
51,https://doi.org/10.5281/zenodo.6496819,2,2,2,2,2,0,2,2,2,0
52,https://doi.org/10.5281/zenodo.6499353,2,2,2,2,2,0,2,2,2,0
53,https://doi.org/10.5281/zenodo.6498204,2,2,2,2,2,0,2,2,2,0
54,https://doi.org/10.5281/zenodo.6492046,2,2,2,2,2,0,2,2,2,0
55,https://doi.org/10.5281/zenodo.6498074,2,2,2,2,2,0,2,2,2,0
56,https://doi.org/10.5281/zenodo.6486412,2,2,2,2,2,0,2,2,2,0
57,https://doi.org/10.5281/zenodo.6497227,2,2,2,2,2,0,2,2,2,0
58,https://doi.org/10.5281/zenodo.6499409,2,2,2,2,2,0,2,2,2,0
59,https://doi.org/10.5281/zenodo.6473457,2,2,2,2,2,0,2,2,2,0
60,https://doi.org/10.5281/zenodo.6498373,2,2,2,2,2,0,2,2,2,0
61,https://doi.org/10.5281/zenodo.6487508,2,2,2,2,2,0,2,2,2,0
62,https://doi.org/10.5281/zenodo.6498926,2,2,2,2,2,0,2,2,2,0
63,https://doi.org/10.5281/zenodo.6481798,2,2,2,2,2,0,2,2,2,0
64,https://doi.org/10.5281/zenodo.6499359,2,2,2,2,2,0,2,2,2,0
65,https://doi.org/10.5281/zenodo.6491310,2,2,2,2,2,0,2,2,2,0
66,https://doi.org/10.5281/zenodo.6491251,2,2,2,2,2,0,2,2,2,0
67,https://doi.org/10.5281/zenodo.6496083,2,2,2,2,2,0,2,2,2,0
68,https://doi.org/10.5281/zenodo.6497546,2,2,2,2,2,0,2,2,2,0
69,https://doi.org/10.5281/zenodo.6497440,2,2,2,2,2,0,2,2,2,0
70,https://doi.org/10.5281/zenodo.6500077,2,2,2,2,2,0,2,2,2,0
71,https://doi.org/10.5281/zenodo.6497879,2,2,2,2,2,0,2,2,2,0
72,https://doi.org/10.5281/zenodo.6496708,2,2,2,2,2,0,2,2,2,0
73,https://doi.org/10.5281/zenodo.6491301,2,2,2,2,2,0,2,2,2,0
74,https://doi.org/10.5281/zenodo.6499647,2,2,2,2,2,0,2,2,2,0
75,https://doi.org/10.5281/zenodo.6490982,2,2,2,2,2,0,2,2,2,0
76,https://doi.org/10.5281/zenodo.6498898,2,2,2,2,2,0,2,2,2,0
77,https://doi.org/10.5281/zenodo.6497707,2,2,2,2,2,0,2,2,2,0
78,https://doi.org/10.5281/zenodo.6494485,2,2,2,2,2,0,2,2,2,0
79,https://doi.org/10.5281/zenodo.6485141,2,2,2,2,2,0,2,2,2,0
80,https://doi.org/10.5281/zenodo.6500439,2,2,2,2,2,0,2,2,2,0
81,https://doi.org/10.5281/zenodo.6499163,2,2,2,2,2,0,2,2,2,0
82,https://doi.org/10.5281/zenodo.6485890,2,2,2,2,2,0,2,2,2,0
83,https://doi.org/10.5281/zenodo.6492378,2,2,2,2,2,0,2,2,2,0
84,https://doi.org/10.5281/zenodo.6408939,2,2,2,2,2,0,2,2,2,0
85,https://doi.org/10.5281/zenodo.6498999,2,2,2,2,2,0,2,2,2,0
86,https://doi.org/10.5281/zenodo.6489123,2,2,2,2,2,0,2,2,2,0
87,https://doi.org/10.5281/zenodo.6491829,2,2,2,2,2,0,2,2,2,0
88,https://doi.org/10.5281/zenodo.6490936,2,2,2,2,2,0,2,2,2,0
89,https://doi.org/10.5281/zenodo.6487670,2,2,2,2,2,0,2,2,2,0
90,https://doi.org/10.5281/zenodo.6497480,2,2,2,2,2,0,2,2,2,0
91,https://doi.org/10.5281/zenodo.6493623,2,2,2,2,2,0,2,2,2,0
92,https://doi.org/10.5281/zenodo.6500276,2,2,2,2,2,0,2,2,2,0
93,https://doi.org/10.5281/zenodo.6499471,2,2,2,2,2,0,2,2,2,0
94,https://doi.org/10.5281/zenodo.6497678,2,2,2,2,2,0,2,2,2,0
95,https://doi.org/10.5281/zenodo.6498897,2,2,2,2,2,0,2,2,2,0
96,https://doi.org/10.5281/zenodo.6492919,2,2,2,2,2,0,2,2,2,0
97,https://doi.org/10.5281/zenodo.6498426,2,2,2,2,2,0,2,2,2,0
98,https://doi.org/10.5281/zenodo.6497599,2,2,2,2,2,0,2,2,2,0
99,https://doi.org/10.5281/zenodo.6490895,2,2,2,2,2,0,2,2,2,0
