,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://doi.org/10.1594/PANGAEA.144925,0.0,0.01,0.02,0.01,0.11,0.0,0.14,0.01,0.02,0.04,0.15
1,https://doi.org/10.1594/PANGAEA.804804,0.0,0.0,0.01,0.01,0.1,0.0,0.08,0.01,0.02,0.03,0.09
2,https://doi.org/10.1594/PANGAEA.383249,0.0,0.0,0.02,0.0,0.07,0.0,0.1,0.01,0.02,0.03,0.1
3,https://doi.org/10.1594/PANGAEA.695161,0.0,0.0,0.02,0.0,0.74,0.01,0.52,0.06,0.02,0.04,0.6
4,https://doi.org/10.1594/PANGAEA.711445,0.0,0.01,0.02,0.0,0.07,0.0,0.08,0.01,0.03,0.04,0.09
5,https://doi.org/10.1594/PANGAEA.721976,0.0,0.0,0.02,0.01,0.1,0.01,0.13,0.02,0.03,0.04,0.13
6,https://doi.org/10.1594/PANGAEA.263709,0.01,0.01,0.02,0.01,0.13,0.01,0.14,0.02,0.03,0.04,0.15
7,https://doi.org/10.1594/PANGAEA.562470,0.0,0.0,0.02,0.01,0.09,0.01,0.12,0.02,0.04,0.05,0.16
8,https://doi.org/10.1594/PANGAEA.80694,0.0,0.01,0.03,0.0,0.16,0.01,0.14,0.02,0.03,0.05,0.14
9,https://doi.org/10.1594/PANGAEA.847782,0.01,0.01,0.04,0.01,0.13,0.02,0.13,0.01,0.04,0.07,0.14
10,https://doi.org/10.1594/PANGAEA.873957,0.0,0.0,0.02,0.0,0.11,0.01,0.11,0.01,0.04,0.04,0.11
11,https://doi.org/10.1594/PANGAEA.942985,0.0,0.01,0.03,0.01,0.14,0.01,0.17,0.02,0.04,0.05,0.19
12,https://doi.org/10.1594/PANGAEA.834473,0.01,0.0,0.03,0.01,0.12,0.01,0.13,0.01,0.03,0.04,0.11
13,https://doi.org/10.1594/PANGAEA.912938,0.0,0.0,0.02,0.0,0.1,0.01,0.13,0.01,0.03,0.03,0.13
14,https://doi.org/10.1594/PANGAEA.745121,0.0,0.0,0.03,0.0,0.1,0.01,0.13,0.02,0.04,0.05,0.13
15,https://doi.org/10.1594/PANGAEA.888294,0.0,0.0,0.02,0.0,0.07,0.01,0.07,0.01,0.02,0.03,0.08
16,https://doi.org/10.1594/PANGAEA.721448,0.0,0.0,0.02,0.0,0.14,0.0,0.16,0.03,0.04,0.05,0.16
17,https://doi.org/10.1594/PANGAEA.619751,0.0,0.0,0.02,0.01,0.08,0.0,0.09,0.01,0.02,0.04,0.09
18,https://doi.org/10.1594/PANGAEA.751913,0.0,0.01,0.03,0.01,0.12,0.01,0.14,0.02,0.02,0.03,0.13
19,https://doi.org/10.1594/PANGAEA.785126,0.0,0.0,0.03,0.01,0.13,0.01,0.14,0.02,0.04,0.06,0.16
20,https://doi.org/10.1594/PANGAEA.118097,0.0,0.0,0.02,0.0,0.09,0.01,0.1,0.01,0.02,0.04,0.08
21,https://doi.org/10.1594/PANGAEA.116461,0.0,0.0,0.02,0.01,0.1,0.01,0.08,0.01,0.03,0.04,0.1
22,https://doi.org/10.1594/PANGAEA.407951,0.0,0.0,0.02,0.0,0.1,0.0,0.1,0.01,0.03,0.03,0.13
23,https://doi.org/10.1594/PANGAEA.694593,0.0,0.0,0.02,0.01,0.08,0.01,0.09,0.01,0.03,0.04,0.08
24,https://doi.org/10.1594/PANGAEA.890790,0.0,0.0,0.02,0.0,0.07,0.01,0.07,0.01,0.02,0.03,0.09
25,https://doi.org/10.1594/PANGAEA.806342,0.01,0.01,0.03,0.01,0.38,0.01,0.3,0.03,0.03,0.04,0.31
26,https://doi.org/10.1594/PANGAEA.388712,0.0,0.0,0.02,0.0,0.08,0.01,0.08,0.01,0.02,0.03,0.09
27,https://doi.org/10.1594/PANGAEA.943009,0.0,0.01,0.03,0.01,0.12,0.01,0.12,0.01,0.04,0.05,0.16
28,https://doi.org/10.1594/PANGAEA.123588,0.0,0.0,0.02,0.01,0.09,0.02,0.1,0.01,0.03,0.06,0.17
29,https://doi.org/10.1594/PANGAEA.722398,0.01,0.01,0.06,0.02,0.18,0.02,0.2,0.02,0.05,0.08,0.21
30,https://doi.org/10.1594/PANGAEA.115575,0.01,0.01,0.05,0.03,0.23,0.01,0.22,0.05,0.06,0.09,0.24
31,https://doi.org/10.1594/PANGAEA.249644,0.0,0.0,0.02,0.0,0.15,0.0,0.18,0.03,0.03,0.03,0.19
32,https://doi.org/10.1594/PANGAEA.820367,0.0,0.0,0.02,0.01,0.05,0.01,0.09,0.01,0.02,0.04,0.09
33,https://doi.org/10.1594/PANGAEA.771092,0.01,0.0,0.02,0.01,0.19,0.01,0.24,0.03,0.07,0.09,0.27
34,https://doi.org/10.1594/PANGAEA.570996,0.01,0.02,0.04,0.01,0.16,0.01,0.16,0.02,0.05,0.06,0.18
35,https://doi.org/10.1594/PANGAEA.820114,0.0,0.0,0.04,0.01,0.14,0.01,0.18,0.02,0.04,0.07,0.15
