,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://doi.org/10.1594/PANGAEA.882943,0.01,0.01,0.04,0.02,0.71,0.02,0.21,0.02,0.05,0.08,0.19
1,https://doi.org/10.1594/PANGAEA.899327,0.0,0.01,0.02,0.01,0.11,0.01,0.12,0.01,0.03,0.03,0.13
2,https://doi.org/10.1594/PANGAEA.93162,0.01,0.02,0.07,0.01,0.21,0.01,0.21,0.03,0.04,0.06,0.25
3,https://doi.org/10.1594/PANGAEA.771715,0.01,0.01,0.03,0.01,0.1,0.01,0.13,0.01,0.03,0.04,0.12
4,https://doi.org/10.1594/PANGAEA.149766,0.0,0.01,0.02,0.0,0.1,0.01,0.13,0.01,0.02,0.04,0.14
5,https://doi.org/10.1594/PANGAEA.147811,0.01,0.01,0.04,0.01,0.11,0.01,0.12,0.01,0.04,0.05,0.12
6,https://doi.org/10.1594/PANGAEA.606700,0.0,0.0,0.02,0.01,0.09,0.01,0.11,0.01,0.03,0.06,0.17
7,https://doi.org/10.1594/PANGAEA.883301,0.01,0.01,0.03,0.01,0.13,0.01,0.13,0.02,0.04,0.05,0.15
8,https://doi.org/10.1594/PANGAEA.889261,0.0,0.0,0.02,0.0,2.58,0.0,0.16,0.02,0.02,0.02,0.17
9,https://doi.org/10.1594/PANGAEA.747874,0.0,0.0,0.02,0.0,0.11,0.01,0.1,0.01,0.02,0.03,0.12
10,https://doi.org/10.1594/PANGAEA.619858,0.0,0.01,0.02,0.01,0.1,0.01,0.09,0.01,0.03,0.04,0.09
11,https://doi.org/10.1594/PANGAEA.548868,0.0,0.01,0.02,0.0,0.08,0.01,0.08,0.01,0.02,0.03,0.09
12,https://doi.org/10.1594/PANGAEA.737301,0.01,0.01,0.03,0.01,0.15,0.01,0.24,0.02,0.05,0.08,0.28
13,https://doi.org/10.1594/PANGAEA.477833,0.01,0.01,0.06,0.01,0.16,0.02,0.22,0.02,0.05,0.07,0.19
14,https://doi.org/10.1594/PANGAEA.570773,0.0,0.0,0.02,0.01,0.07,0.01,0.1,0.01,0.02,0.04,0.1
15,https://doi.org/10.1594/PANGAEA.130744,0.01,0.01,0.02,0.01,0.15,0.01,0.13,0.02,0.03,0.04,0.11
16,https://doi.org/10.1594/PANGAEA.571351,0.01,0.01,0.02,0.0,0.07,0.01,0.09,0.01,0.02,0.03,0.09
17,https://doi.org/10.1594/PANGAEA.903524,0.01,0.01,0.02,0.01,0.1,0.01,0.13,0.01,0.03,0.07,0.18
18,https://doi.org/10.1594/PANGAEA.753650,0.0,0.01,0.02,0.0,0.11,0.01,0.09,0.01,0.04,0.05,0.11
19,https://doi.org/10.1594/PANGAEA.600836,0.0,0.0,0.02,0.01,0.08,0.01,0.08,0.01,0.02,0.02,0.1
20,https://doi.org/10.1594/PANGAEA.876740,0.0,0.0,0.03,0.01,0.09,0.01,0.1,0.01,0.03,0.03,0.09
21,https://doi.org/10.1594/PANGAEA.739341,0.0,0.01,0.03,0.01,0.37,0.01,0.35,0.03,0.02,0.03,0.4
22,https://doi.org/10.1594/PANGAEA.748841,0.0,0.0,0.02,0.01,0.11,0.0,0.13,0.02,0.02,0.03,0.13
23,https://doi.org/10.1594/PANGAEA.138480,0.0,0.0,0.02,0.0,0.12,0.01,0.13,0.02,0.03,0.04,0.14
24,https://doi.org/10.1594/PANGAEA.568817,0.0,0.0,0.02,0.01,0.06,0.01,0.09,0.01,0.03,0.08,0.11
25,https://doi.org/10.1594/PANGAEA.146215,0.0,0.0,0.02,0.0,0.07,0.01,0.07,0.01,0.03,0.04,0.08
26,https://doi.org/10.1594/PANGAEA.889393,0.0,0.0,0.02,0.01,0.08,0.01,0.09,0.01,0.03,0.04,0.12
27,https://doi.org/10.1594/PANGAEA.119851,0.0,0.0,0.02,0.0,0.08,0.01,0.09,0.02,0.02,0.03,0.09
28,https://doi.org/10.1594/PANGAEA.791848,0.0,0.01,0.01,0.0,0.09,0.01,0.09,0.01,0.02,0.05,0.1
29,https://doi.org/10.1594/PANGAEA.823747,0.01,0.01,0.03,0.01,0.15,0.01,0.15,0.02,0.04,0.05,0.23
30,https://doi.org/10.1594/PANGAEA.146448,0.0,0.01,0.03,0.01,0.11,0.01,0.11,0.02,0.03,0.04,0.1
31,https://doi.org/10.1594/PANGAEA.145657,0.0,0.0,0.02,0.01,0.06,0.01,0.06,0.01,0.02,0.03,0.06
32,https://doi.org/10.1594/PANGAEA.95730,0.0,0.0,0.02,0.01,0.09,0.01,0.09,0.01,0.02,0.04,0.1
33,https://doi.org/10.1594/PANGAEA.571718,0.0,0.0,0.02,0.0,0.07,0.01,0.07,0.01,0.03,0.04,0.07
34,https://doi.org/10.1594/PANGAEA.578526,0.0,0.01,0.01,0.01,0.07,0.01,0.08,0.01,0.03,0.04,0.08
35,https://doi.org/10.1594/PANGAEA.782415,0.0,0.01,0.01,0.0,0.14,0.01,0.16,0.02,0.03,0.03,0.18
36,https://doi.org/10.1594/PANGAEA.559512,0.0,0.0,0.02,0.01,0.09,0.01,0.1,0.01,0.04,0.04,0.11
37,https://doi.org/10.1594/PANGAEA.50340,0.0,0.0,0.02,0.01,0.1,0.01,0.09,0.02,0.03,0.05,0.09
38,https://doi.org/10.1594/PANGAEA.477163,0.0,0.0,0.03,0.0,0.1,0.01,0.11,0.02,0.03,0.04,0.11
39,https://doi.org/10.1594/PANGAEA.880977,0.0,0.01,0.02,0.01,0.1,0.01,0.12,0.01,0.03,0.06,0.15
40,https://doi.org/10.1594/PANGAEA.841235,0.0,0.0,0.02,0.01,0.09,0.01,0.09,0.01,0.02,0.03,0.1
41,https://doi.org/10.1594/PANGAEA.782379,0.0,0.0,0.02,0.01,0.1,0.01,0.09,0.02,0.03,0.04,0.14
42,https://doi.org/10.1594/PANGAEA.871611,0.0,0.0,0.02,0.01,0.09,0.01,0.08,0.01,0.02,0.03,0.07
43,https://doi.org/10.1594/PANGAEA.845489,0.0,0.0,0.02,0.01,0.14,0.01,0.13,0.03,0.03,0.04,0.14
