,ID,F1A,F1B,F2A,I1A,I1B,I2A,I2B,I3,R1.1,R1.2
0,https://doi.org/10.5281/zenodo.6425797,2,2,2,2,2,0,2,2,2,0
1,https://doi.org/10.5281/zenodo.6415277,2,2,2,2,2,0,2,2,2,0
2,https://doi.org/10.5061/dryad.m905qfv37,2,2,2,2,2,0,2,2,2,0
3,https://doi.org/10.5281/zenodo.6415341,2,2,2,2,2,0,2,2,2,0
4,https://doi.org/10.5281/zenodo.6394322,2,2,2,2,2,0,2,2,2,0
5,https://doi.org/10.5281/zenodo.6421339,2,2,2,2,2,0,2,2,2,0
6,https://doi.org/10.5281/zenodo.6416097,2,2,2,2,2,0,2,2,2,0
7,https://doi.org/10.5281/zenodo.6415092,2,2,2,2,2,0,2,2,2,0
8,https://doi.org/10.5281/zenodo.6426147,2,2,2,2,2,0,2,2,2,0
9,https://doi.org/10.5281/zenodo.6416391,2,2,2,2,2,0,2,2,2,0
10,https://doi.org/10.5061/dryad.m0cfxpp5p,2,2,2,2,2,0,2,2,2,0
11,https://doi.org/10.5281/zenodo.6420002,2,2,2,2,2,0,2,2,2,0
12,https://doi.org/10.5281/zenodo.6412071,2,2,2,2,2,0,2,2,2,0
13,https://doi.org/10.5281/zenodo.6419097,2,2,2,2,2,0,2,2,2,0
14,https://doi.org/10.5281/zenodo.6415261,2,2,2,2,2,0,2,2,2,0
15,https://doi.org/10.5061/dryad.pc866t1nr,2,2,2,2,2,0,2,2,2,0
16,https://doi.org/10.5281/zenodo.6426553,2,2,2,2,2,0,2,2,2,0
17,https://doi.org/10.5061/dryad.xgxd254hz,2,2,2,2,2,0,2,2,2,0
18,https://doi.org/10.5281/zenodo.6242975,2,2,2,2,2,0,2,2,2,0
19,https://doi.org/10.5281/zenodo.6419022,2,2,2,2,2,0,2,2,2,0
20,https://doi.org/10.5281/zenodo.6415280,2,2,2,2,2,0,2,2,2,0
21,https://doi.org/10.5281/zenodo.6446514,2,2,2,2,2,0,2,2,2,0
22,https://doi.org/10.5281/zenodo.6433541,2,2,2,2,2,0,2,2,2,0
23,https://doi.org/10.5061/dryad.wdbrv15q4,2,2,2,2,2,0,2,2,2,0
24,https://doi.org/10.5281/zenodo.6424190,2,2,2,2,2,0,2,2,2,0
25,https://doi.org/10.5281/zenodo.6425931,2,2,2,2,2,0,2,2,2,0
26,https://doi.org/10.5061/dryad.zs7h44jbv,2,2,2,2,2,0,2,2,2,0
27,https://doi.org/10.5281/zenodo.6421437,2,2,2,2,2,0,2,2,2,0
28,https://doi.org/10.5281/zenodo.6423303,2,2,2,2,2,0,2,2,2,0
29,https://doi.org/10.5281/zenodo.6427366,2,2,2,2,2,0,2,2,2,0
30,https://doi.org/10.5281/zenodo.6414758,2,2,2,2,2,0,2,2,2,0
31,https://doi.org/10.5281/zenodo.6421906,2,2,2,2,2,0,2,2,2,0
32,https://doi.org/10.5281/zenodo.6420254,2,2,2,2,2,0,2,2,2,0
33,https://doi.org/10.5281/zenodo.6420838,2,2,2,2,2,0,2,2,2,0
34,https://doi.org/10.5281/zenodo.5642568,2,2,2,2,2,0,2,2,0,0
35,https://doi.org/10.5281/zenodo.6421321,2,2,2,2,2,0,2,2,2,0
36,https://doi.org/10.5281/zenodo.6443815,2,2,2,2,2,0,2,2,2,0
37,https://doi.org/10.5061/dryad.bzkh189b5,2,2,2,2,2,0,2,2,2,0
38,https://doi.org/10.5281/zenodo.6430626,2,2,2,2,2,0,2,2,2,0
39,https://doi.org/10.5281/zenodo.5935524,2,2,2,2,2,0,2,2,2,0
40,https://doi.org/10.5281/zenodo.6425013,2,2,2,2,2,0,2,2,2,0
41,https://doi.org/10.5281/zenodo.6420734,2,2,2,2,2,0,2,2,2,0
42,https://doi.org/10.5061/dryad.6m905qg12,2,2,2,2,2,0,2,2,2,0
43,https://doi.org/10.5281/zenodo.6419675,2,2,2,2,2,0,2,2,2,0
