,ID,F1A,F1B,F2A,I1A,I1B,I2A,I2B,I3,R1.1,R1.2
0,https://doi.org/10.1594/PANGAEA.932663,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
1,https://doi.org/10.1594/PANGAEA.665784,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
2,https://doi.org/10.1594/PANGAEA.255517,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
3,https://doi.org/10.1594/PANGAEA.831809,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
4,https://doi.org/10.1594/PANGAEA.198891,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.04
5,https://doi.org/10.1594/PANGAEA.936473,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02
6,https://doi.org/10.1594/PANGAEA.839953,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
7,https://doi.org/10.1594/PANGAEA.741509,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
8,https://doi.org/10.1594/PANGAEA.183676,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
9,https://doi.org/10.1594/PANGAEA.828990,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
10,https://doi.org/10.1594/PANGAEA.53368,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
11,https://doi.org/10.1594/PANGAEA.892706,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
12,https://doi.org/10.1594/PANGAEA.903451,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
13,https://doi.org/10.1594/PANGAEA.579298,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
14,https://doi.pangaea.de/10.1594/PANGAEA.140139,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
15,https://doi.org/10.1594/PANGAEA.476075,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
16,https://doi.org/10.1594/PANGAEA.563932,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
17,https://doi.org/10.1594/PANGAEA.874322,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
18,https://doi.org/10.1594/PANGAEA.762838,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02
19,https://doi.pangaea.de/10.1594/PANGAEA.940906,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.12,0.02,0.03
20,https://doi.org/10.1594/PANGAEA.84139,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
21,https://doi.org/10.1594/PANGAEA.570137,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
22,https://doi.org/10.1594/PANGAEA.796421,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
23,https://doi.org/10.1594/PANGAEA.55953,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
24,https://doi.org/10.1594/PANGAEA.794611,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
25,https://doi.org/10.1594/PANGAEA.851808,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.03
26,https://doi.org/10.1594/PANGAEA.266460,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
27,https://doi.org/10.1594/PANGAEA.121866,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
28,https://doi.org/10.1594/PANGAEA.383888,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
29,https://doi.org/10.1594/PANGAEA.380684,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
30,https://doi.org/10.1594/PANGAEA.356817,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
31,https://doi.org/10.1594/PANGAEA.892474,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
32,https://doi.org/10.1594/PANGAEA.805584,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
33,https://doi.org/10.1594/PANGAEA.262533,0.01,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
34,https://doi.org/10.1594/PANGAEA.499029,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
35,https://doi.org/10.1594/PANGAEA.775456,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
36,https://doi.org/10.1594/PANGAEA.426914,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
37,https://doi.org/10.1594/PANGAEA.66208,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
38,https://doi.org/10.1594/PANGAEA.259765,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
39,https://doi.org/10.1594/PANGAEA.267302,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
40,https://doi.org/10.1594/PANGAEA.571106,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
41,https://doi.org/10.1594/PANGAEA.124571,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
42,https://doi.org/10.1594/PANGAEA.935530,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
43,https://doi.org/10.1594/PANGAEA.399683,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
44,https://doi.org/10.1594/PANGAEA.900672,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
45,https://doi.org/10.1594/PANGAEA.775697,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
46,https://doi.org/10.1594/PANGAEA.609195,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
47,https://doi.org/10.1594/PANGAEA.580472,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
48,https://doi.org/10.1594/PANGAEA.826836,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
49,https://doi.org/10.1594/PANGAEA.841164,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
50,https://doi.org/10.1594/PANGAEA.801584,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
51,https://doi.org/10.1594/PANGAEA.90786,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
52,https://doi.org/10.1594/PANGAEA.845682,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.03
53,https://doi.org/10.1594/PANGAEA.778809,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.03
54,https://doi.org/10.1594/PANGAEA.400618,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
55,https://doi.org/10.1594/PANGAEA.916044,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.03
56,https://doi.org/10.1594/PANGAEA.328527,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
57,https://doi.org/10.1594/PANGAEA.795624,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.02
58,https://doi.org/10.1594/PANGAEA.603342,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.03
59,https://doi.org/10.1594/PANGAEA.620745,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
60,https://doi.org/10.1594/PANGAEA.427047,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03
61,https://doi.org/10.1594/PANGAEA.721352,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
62,https://doi.org/10.1594/PANGAEA.926690,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
63,https://doi.org/10.1594/PANGAEA.778384,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
64,https://doi.org/10.1594/PANGAEA.808978,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03
