,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/1000genomes_variation_pattern_finder,2,0,0,2,1,2,1,2,0,0,1
1,https://bio.tools/2sigfinder,2,0,1,2,2,2,2,2,0,0,2
2,https://bio.tools/3d-partner,2,0,1,2,1,2,1,2,2,0,1
3,https://bio.tools/3d-rna-seq,2,0,1,2,2,2,2,2,0,0,2
4,https://bio.tools/3omics,2,0,0,2,1,2,1,2,0,0,1
5,https://bio.tools/3v,2,0,1,2,1,2,1,2,0,0,1
6,https://bio.tools/744664v1,2,0,0,2,2,2,2,2,0,0,2
7,https://bio.tools/ACES,2,0,1,2,2,2,2,2,2,0,2
8,https://bio.tools/AESA,2,0,1,2,2,2,2,2,0,0,2
9,https://bio.tools/AFCMHeatMap,2,0,0,2,2,2,2,2,2,0,2
10,https://bio.tools/AHSURED,2,0,1,2,2,2,2,2,0,0,2
11,https://bio.tools/AIKYATAN,2,0,1,2,2,2,2,2,0,0,2
12,https://bio.tools/ANN-SoLo,2,0,0,2,1,2,1,2,2,0,1
13,https://bio.tools/ARG,2,0,1,2,2,2,2,2,2,0,2
14,https://bio.tools/ASRD,2,0,1,2,2,2,2,2,0,0,2
15,https://bio.tools/AVAILABILITYUMLSmapper,2,0,1,2,2,2,2,2,0,0,2
16,https://bio.tools/All-FIT_autogenerated,2,0,1,2,2,2,2,2,0,0,2
17,https://bio.tools/AmtDB,2,0,1,2,1,2,1,2,2,0,1
18,https://bio.tools/Aquila_stLFR,2,0,0,2,2,2,2,2,0,0,2
19,https://bio.tools/Auto-CHO,2,0,1,2,2,2,2,2,2,0,2
20,https://bio.tools/AutoTuner,2,0,1,2,2,2,2,2,2,0,2
21,https://bio.tools/BISON-brain,2,0,1,2,2,2,2,2,0,0,2
22,https://bio.tools/BISR-RNAseq,2,0,1,2,2,2,2,2,2,0,2
23,https://bio.tools/BLUES,2,0,0,2,2,2,2,2,2,0,2
24,https://bio.tools/BMock12,2,0,1,2,2,2,2,2,0,0,2
