,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/16s_amplicon_sequencing,0.0,0.0,0.02,0.0,1.6,0.0,0.01,0.0,0.01,0.01,0.01
1,https://bio.tools/25000_ug_BPA_kg_bw,0.0,0.0,0.01,0.0,0.71,0.0,0.01,0.0,0.01,0.01,0.01
2,https://bio.tools/2dar2darma-param-estimation,0.0,0.0,0.01,0.0,3.49,0.0,0.01,0.0,0.0,0.01,0.01
3,https://bio.tools/2dx,0.0,0.0,0.01,0.0,3.02,0.0,0.01,0.0,0.0,0.01,0.01
4,https://bio.tools/3SRP,0.0,0.0,0.02,0.0,2.6,0.0,0.01,0.0,0.0,0.01,0.01
5,https://bio.tools/3dembenchmark,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
6,https://bio.tools/3did,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
7,https://bio.tools/ABCD_database,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
8,https://bio.tools/ACID-docking,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
9,https://bio.tools/ADAPTABLE,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
10,https://bio.tools/ADDO,0.0,0.0,0.01,0.0,0.36,0.0,0.01,0.0,0.01,0.01,0.01
11,https://bio.tools/AOPs-SVM,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
12,https://bio.tools/ASJA,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
13,https://bio.tools/AcRanker,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
14,https://bio.tools/AdaReg,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
15,https://bio.tools/All-FIT,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
16,https://bio.tools/AlleleAnalyzer,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
17,https://bio.tools/Analysis,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
18,https://bio.tools/ArtiFuse,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
19,https://bio.tools/AssessORF,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
20,https://bio.tools/AtbPpred,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
21,https://bio.tools/B88,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
22,https://bio.tools/BAM-matcher,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
23,https://bio.tools/BiGG_Models,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
24,https://bio.tools/BiomeNet,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
25,https://bio.tools/Boa,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
26,https://bio.tools/CIRCexplorer2,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
27,https://bio.tools/CODEX2,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
28,https://bio.tools/CRISPRCasFinder_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
29,https://bio.tools/CS2Structure,0.0,0.0,0.07,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
30,https://bio.tools/CSI_NGS_Portal,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
31,https://bio.tools/CaPTk,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
32,https://bio.tools/CaptureProbe,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
33,https://bio.tools/CirGO,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
34,https://bio.tools/CoMetGeNe,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
35,https://bio.tools/CodAn,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
36,https://bio.tools/Conterminator,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
37,https://bio.tools/Cool_Farm_Tool_Water,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
38,https://bio.tools/CrystFEL,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
39,https://bio.tools/CycloNovo,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
40,https://bio.tools/DECA_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
41,https://bio.tools/DESSO,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
42,https://bio.tools/DTSGUI,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
43,https://bio.tools/DUETT,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
44,https://bio.tools/Data_Information_System_DAISY,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
45,https://bio.tools/DeepEP,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
46,https://bio.tools/DiffAtOnce,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
47,https://bio.tools/DiversityExsiccatae,0.0,0.0,0.01,0.0,0.37,0.0,0.01,0.0,0.01,0.01,0.01
48,https://bio.tools/Dizzy-Beats,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
49,https://bio.tools/EK-DRD,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
