,ID,A1.1,F1A,F1B,F2A,F2B,I1,I2,I3,R1.1,R1.2,R1.3
0,https://bio.tools/16S,0.0,0.0,0.02,0.0,3.81,0.0,0.01,0.0,0.01,0.01,0.01
1,https://bio.tools/3D-Cardiomics,0.0,0.0,0.01,0.0,0.51,0.0,0.01,0.0,0.01,0.01,0.01
2,https://bio.tools/3DMorph,0.0,0.0,0.01,0.0,2.05,0.0,0.01,0.0,0.0,0.01,0.01
3,https://bio.tools/3d-dart,0.0,0.0,0.01,0.0,3.45,0.0,0.01,0.0,0.0,0.01,0.01
4,https://bio.tools/3div,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
5,https://bio.tools/ABC-CT,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
6,https://bio.tools/ABCD_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
7,https://bio.tools/ABS68,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
8,https://bio.tools/ARGA,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
9,https://bio.tools/AVAILABILITYA,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
10,https://bio.tools/AW-Fisher,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
11,https://bio.tools/AdhereR_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
12,https://bio.tools/Adult_Fruitfly_Brain_Atlas,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
13,https://bio.tools/AgeGuess_database,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
14,https://bio.tools/AsyRW,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
15,https://bio.tools/Autopilot,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
16,https://bio.tools/BASILIScan,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
17,https://bio.tools/BMSS,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
18,https://bio.tools/BPRF,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
19,https://bio.tools/Benchmarker,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
20,https://bio.tools/BetaSerpentine,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
21,https://bio.tools/CCSeq,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
22,https://bio.tools/CFIR_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
23,https://bio.tools/CNN,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
24,https://bio.tools/CNet,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
25,https://bio.tools/CORGi,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
26,https://bio.tools/CeutaOPEN,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
27,https://bio.tools/Clair,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
28,https://bio.tools/ClinCNV,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
29,https://bio.tools/CorEx,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
30,https://bio.tools/Cytoscape_Automation,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
31,https://bio.tools/D3GRN,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
32,https://bio.tools/DEWE_Differential_Expression_Workflow_Executor,0.0,0.0,0.02,0.0,1.94,0.0,0.01,0.0,0.0,0.01,0.01
33,https://bio.tools/DEvis,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
34,https://bio.tools/DIEM,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
35,https://bio.tools/DIFFUSE,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
36,https://bio.tools/DNA_Rchitect,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
37,https://bio.tools/DOVE,0.0,0.0,0.08,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
38,https://bio.tools/DeepDBP,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
39,https://bio.tools/DeepImpute,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
40,https://bio.tools/DeepPromise,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
41,https://bio.tools/DeepRiPP,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
42,https://bio.tools/DisConICA,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
43,https://bio.tools/DiscoRhythm,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
44,https://bio.tools/DoGNet,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
45,https://bio.tools/DstarM,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
46,https://bio.tools/ECHO_autogenerated,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
47,https://bio.tools/ECLAIR,0.0,0.0,0.01,0.0,1.95,0.0,0.01,0.0,0.0,0.01,0.01
48,https://bio.tools/EcRBPome,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01
49,https://bio.tools/EncyclopeDIA,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01
