,ID,F1A,F1B,F2A,I1A,I1B,I2A,I2B,I3,R1.1,R1.2
0,https://doi.org/10.1594/PANGAEA.801627,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02
1,https://doi.org/10.1594/PANGAEA.355997,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
2,https://doi.org/10.1594/PANGAEA.323358,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
3,https://doi.org/10.1594/PANGAEA.322814,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
4,https://doi.org/10.1594/PANGAEA.711515,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
5,https://doi.org/10.1594/PANGAEA.510940,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
6,https://doi.org/10.1594/PANGAEA.772489,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
7,https://doi.org/10.1594/PANGAEA.119786,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
8,https://doi.org/10.1594/PANGAEA.89381,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
9,https://doi.org/10.1594/PANGAEA.206315,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
10,https://doi.org/10.1594/PANGAEA.119204,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
11,https://doi.org/10.1594/PANGAEA.829556,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
12,https://doi.org/10.1594/PANGAEA.916589,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
13,https://doi.org/10.1594/PANGAEA.497604,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
14,https://doi.org/10.1594/PANGAEA.930310,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02
15,https://doi.org/10.1594/PANGAEA.824037,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.02
16,https://doi.org/10.1594/PANGAEA.128602,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.02
17,https://doi.org/10.1594/PANGAEA.380274,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
18,https://doi.org/10.1594/PANGAEA.816475,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
19,https://doi.org/10.1594/PANGAEA.892370,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
20,https://doi.org/10.1594/PANGAEA.229968,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
21,https://doi.org/10.1594/PANGAEA.140301,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
22,https://doi.org/10.1594/PANGAEA.815843,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
23,https://doi.org/10.1594/PANGAEA.669651,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
24,https://doi.org/10.1594/PANGAEA.885894,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
25,https://doi.org/10.1594/PANGAEA.794239,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
26,https://doi.org/10.1594/PANGAEA.186296,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02
27,https://doi.org/10.1594/PANGAEA.739471,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.02
28,https://doi.org/10.1594/PANGAEA.121637,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.02
29,https://doi.org/10.1594/PANGAEA.131400,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
30,https://doi.pangaea.de/10.1594/PANGAEA.829869,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
31,https://doi.org/10.1594/PANGAEA.750261,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.02
32,https://doi.org/10.1594/PANGAEA.804196,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
33,https://doi.org/10.1594/PANGAEA.406421,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02
34,https://doi.org/10.1594/PANGAEA.64955,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
35,https://doi.org/10.1594/PANGAEA.878430,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
36,https://doi.org/10.1594/PANGAEA.843755,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
37,https://doi.org/10.1594/PANGAEA.689321,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
38,https://doi.org/10.1594/PANGAEA.356857,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
39,https://doi.org/10.1594/PANGAEA.904740,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
40,https://doi.org/10.1594/PANGAEA.735741,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02
41,https://doi.org/10.1594/PANGAEA.894121,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.01
42,https://doi.org/10.1594/PANGAEA.267307,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
43,https://doi.org/10.1594/PANGAEA.840339,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01
